item_code,name,hardware_type,brand,series,runner_height,runner_depth,handling_cost,unit_cost,machining_cost,assembly_cost,source_category,product_type,product_id,raw_article_sku,sale_price_aud,rrp_aud,unit,availability,pricing_status,price_scope,review_status,visibility_status,image_url,source_image_url,source_url,captured_at,scraper_item_hash
539.60.872,"Oven, Milano 10 function oven, 90cm",appliance,Hafele,Appliances,,,0,837.99,0,0,Appliances,appliance,P-01993468,53960872,837.99,1604.78,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892333.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892333.jpg,https://www.hafele.com.au/en/product/oven-milano-10-function-oven-90cm/P-01993468/,2026-06-21T02:39:12.869Z,4513f88cd1a90d6594ddce7b91404e2de567721ce833bc4587a37ebbae21c1a1
539.80.691,"Rangehood, Canopy rangehood, 60cm",rangehood,Hafele,Appliances,,,0,317.54,0,0,Appliances,rangehood,P-01993805,53980691,317.54,453.63,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892436.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892436.jpg,https://www.hafele.com.au/en/product/rangehood-canopy-rangehood-60cm/P-01993805/,2026-06-21T02:39:12.868Z,32fdb7c7c95e91546dfb3b9105c721f1d269426374da6d3043bdff92c4f72a09
539.80.692,"Rangehood, Canopy rangehood, 90cm",rangehood,Hafele,Appliances,,,0,349.36,0,0,Appliances,rangehood,P-01993806,53980692,349.36,499.09,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892433.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892433.jpg,https://www.hafele.com.au/en/product/rangehood-canopy-rangehood-90cm/P-01993806/,2026-06-21T02:39:12.868Z,4736a8ad80a541addd1dc655d2d320e0443521766d7358c23d302a89dcb58988
P-01581825,"Rangehood, Hafele Canopy rangehood",rangehood,Hafele,Appliances,,,0,109.04,0,0,Appliances,rangehood,P-01581825,P-01581825,109.04,278.51,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04689574.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04689574.jpg,https://www.hafele.com.au/en/product/rangehood-hafele-canopy-rangehood/P-01581825/,2026-06-21T02:39:12.869Z,228d13b81e16fbc34abebce2ead0810ea45d0406812e14dc3fa3e474593d8961
539.80.332,"Rangehood, Hafele Slideout rangehood",rangehood,Hafele,Appliances,,,0,141.73,0,0,Appliances,rangehood,P-01581827,53980332,141.73,361.34,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04689577.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04689577.jpg,https://www.hafele.com.au/en/product/rangehood-hafele-slideout-rangehood/P-01581827/,2026-06-21T02:39:12.869Z,1d78865056d1f691ead1be3b478e5d9c9a48660c21e37ec816f11d9899ffe040
P-01538905,"Rangehood, Milano Tapered Canopy",rangehood,Hafele,Appliances,,,0,138.67,0,0,Appliances,rangehood,P-01538905,P-01538905,138.67,302.67,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838409.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04838409.jpg,https://www.hafele.com.au/en/product/rangehood-milano-tapered-canopy-/P-01538905/,2026-06-21T02:39:12.869Z,978d179f33f46e04a1139e04679d39a7bc1b9a650b129d2f8dc160c4440384b4
539.80.683,"Rangehood, Slideout rangehood, 60cm",rangehood,Hafele,Appliances,,,0,190.27,0,0,Appliances,rangehood,P-02020194,53980683,190.27,271.81,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,/data/bower-supplier-catalog/assets/hafele/products/539.80.683-01.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04978526.jpg,https://www.hafele.com.au/en/product/rangehood-slideout-rangehood-60cm/P-02020194/,2026-06-21T02:39:12.868Z,fdd540331b74335ff82d218a3e7ddacf634bba950905c02b990155e56861aa41
539.80.682,"Rangehood, Slideout rangehood, 90cm",rangehood,Hafele,Appliances,,,0,148.24,0,0,Appliances,rangehood,P-01993804,53980682,148.24,376.87,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892435.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892435.jpg,https://www.hafele.com.au/en/product/rangehood-slideout-rangehood-90cm/P-01993804/,2026-06-21T02:39:12.869Z,6210ac3b18595ea41e5cb0038de200186b097c3d147e52eb07e9990de5bb8718
539.80.684,"Rangehood, Slideout rangehood, 90cm",rangehood,Hafele,Appliances,,,0,253.91,0,0,Appliances,rangehood,P-02020195,53980684,253.91,362.73,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04978510.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04978510.jpg,https://www.hafele.com.au/en/product/rangehood-slideout-rangehood-90cm/P-02020195/,2026-06-21T02:39:12.869Z,9e756dba3ed1cf004c6769bd087e479c903aac45426e6223ad2ccf9210b79ffb
P-01993544,"Rangehood, undermount rangehood, 52cm",rangehood,Hafele,Appliances,,,0,317.54,0,0,Appliances,rangehood,P-01993544,P-01993544,317.54,453.63,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892426.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892426.jpg,https://www.hafele.com.au/en/product/rangehood-undermount-rangehood-52cm/P-01993544/,2026-06-21T02:39:12.868Z,7e3fdb93b1d2bdb71c31e70d777c610bc23416bd578fd6035f397da8c375ec64
539.80.622,"Rangehood, undermount rangehood, 90cm",rangehood,Hafele,Appliances,,,0,189.29,0,0,Appliances,rangehood,P-01645129,53980622,189.29,440.84,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04749497.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04749497.jpg,https://www.hafele.com.au/en/product/rangehood-undermount-rangehood-90cm/P-01645129/,2026-06-21T02:39:12.869Z,542624016e7bff6ea49cfff54aa985cfb1c07379039d580de59653ccce729454
P-01993553,"Rangehood, undermount rangehood, 90cm",rangehood,Hafele,Appliances,,,0,381.18,0,0,Appliances,rangehood,P-01993553,P-01993553,381.18,544.54,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892428.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04892428.jpg,https://www.hafele.com.au/en/product/rangehood-undermount-rangehood-90cm/P-01993553/,2026-06-21T02:39:12.868Z,f65e800556bbf705cacf7c7b9653682f907bf97f983b607820ca2c3a70d8e753
539.10.140,"Refrigeration, Integrated Fridge/Freezer, 244L",refrigeration,Hafele,Appliances,,,0,1431.18,0,0,Appliances,refrigeration,P-01938270,53910140,1431.18,2044.54,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,/data/bower-supplier-catalog/assets/hafele/products/539.10.140-01.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04826209.jpg,https://www.hafele.com.au/en/product/refrigeration-integrated-fridge-freezer-244l/P-01938270/,2026-06-21T02:39:12.868Z,9dc715c9deafc13ee97f594ad57650ef7e665b8b4afca24d894d004dd282cea0
533.93.991,"Stacking kit, for washer and dryer",laundry_appliance,Hafele,Appliances,,,0,70.56,0,0,Appliances,laundry_appliance,P-02020201,53393991,70.56,100.8,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04942519.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04942519.jpg,https://www.hafele.com.au/en/product/stacking-kit-for-washer-and-dryer/P-02020201/,2026-06-21T02:39:12.869Z,4f1a997ce239199a5c38ead9efdea11b98751b232466c6a9bc5fe5897eadbfce
539.90.031,"Washing machine, Hafele Front Loader, 8kg",laundry_appliance,Hafele,Appliances,,,0,540.27,0,0,Appliances,laundry_appliance,P-02007289,53990031,540.27,771.81,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04937822.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04937822.jpg,https://www.hafele.com.au/en/product/washing-machine-hafele-front-loader-8kg/P-02007289/,2026-06-21T02:39:12.869Z,7c4fd971a7e8e94b5a1c1c04a2b3fbef972ae5f452edf5f4fa660f51daf1a35c
P-00853752,"Antique fittings, Studio",handle,Hafele,Furniture Handles & Knobs,,,0,3.68,0,0,Furniture Handles & Knobs,handle,P-00853752,P-00853752,3.68,5.25,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00647844.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00647844.jpg,https://www.hafele.com.au/en/product/antique-fittings-studio/P-00853752/,2026-06-21T02:39:12.872Z,3441f29122eeb11de1b0fb4054fde661a84cc85d743575413638f06966f6bc8a
P-01638753,"Cup Pull Handle, Häfele Déco, H2315, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,7.45,0,0,Furniture Handles & Knobs,handle,P-01638753,P-01638753,7.45,11.46,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766655.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766655.jpg,https://www.hafele.com.au/en/product/cup-pull-handle-haefele-d-co-h2315-zinc-alloy/P-01638753/,2026-06-21T02:39:12.871Z,1b3e638ec2974a23998a980670d9034c399155e79efb4302ead3a6579864dc99
P-01356122,"D Handle, Häfele Déco H2120, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,8.44,0,0,Furniture Handles & Knobs,handle,P-01356122,P-01356122,8.44,12.98,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04470750.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04470750.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2120-zinc-alloy/P-01356122/,2026-06-21T02:39:12.871Z,793103f4e6582d55debb5c985c8d93af8fba91df9a9ff181ce5df38d88aa1fba
P-01356123,"D Handle, Häfele Déco H2125, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,2.04,0,0,Furniture Handles & Knobs,handle,P-01356123,P-01356123,2.04,3.13,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04470744.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04470744.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2125-zinc-alloy/P-01356123/,2026-06-21T02:39:12.870Z,bd39faf65bf75caea2b1dc6d2e5f20fc3003388f2c12ba9e22bb098393101cf1
P-01638752,"D Handle, Häfele Déco H2305, aluminium/zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,10.02,0,0,Furniture Handles & Knobs,handle,P-01638752,P-01638752,10.02,15.42,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766649.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766649.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2305-aluminium-zinc-alloy/P-01638752/,2026-06-21T02:39:12.870Z,7af9921c5132a35857f0b70a318d0ab6895b8ecd93bb34403349510e8ae25545
P-01655556,"D Handle, Häfele Déco H2340, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,9.94,0,0,Furniture Handles & Knobs,handle,P-01655556,P-01655556,9.94,15.3,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766608.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766608.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2340-zinc-alloy/P-01655556/,2026-06-21T02:39:12.871Z,833f90d3b71f58d909ba53eafb6ecb95a22438edf14f56ddb99a9fb2f341412b
P-01655561,"D Handle, Häfele Déco H2345, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,9.48,0,0,Furniture Handles & Knobs,handle,P-01655561,P-01655561,9.48,14.58,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766610.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766610.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2345-zinc-alloy/P-01655561/,2026-06-21T02:39:12.870Z,cd3a3fe13483b46a730db8d9c8f996779fb8256446256a1b19e109108265091b
P-01935738,"D Handle, Häfele Déco H2510, aluminium/zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,14.17,0,0,Furniture Handles & Knobs,handle,P-01935738,P-01935738,14.17,21.8,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908514.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908514.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2510-aluminium-zinc-alloy/P-01935738/,2026-06-21T02:39:12.871Z,c2536a7e2cc19c6b6447927a60d56b6610d554c77760aab8af8b0a486de416ae
P-02001205,"D Handle, Häfele Déco H2520, wood",handle,Hafele,Furniture Handles & Knobs,,,0,22.9,0,0,Furniture Handles & Knobs,handle,P-02001205,P-02001205,22.9,35.22,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908492.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908492.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2520-wood/P-02001205/,2026-06-21T02:39:12.871Z,ac1ee0c3341e69e8943ec0e1435d7689d1660bd6da7a00213a6e907c395f4bf0
P-01984618,"D Handle, Häfele Déco H2530, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,6.85,0,0,Furniture Handles & Knobs,handle,P-01984618,P-01984618,6.85,10.54,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04888192.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04888192.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2530-zinc-alloy/P-01984618/,2026-06-21T02:39:12.870Z,8510799e954db845393f96c811f7cf7fd6d5ec4289388cde1e5422e3b7ee6dd8
P-02001204,"D Handle, Häfele Déco H2565, wood",handle,Hafele,Furniture Handles & Knobs,,,0,20.91,0,0,Furniture Handles & Knobs,handle,P-02001204,P-02001204,20.91,32.17,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908488.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908488.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2565-wood/P-02001204/,2026-06-21T02:39:12.871Z,3755af070348c0d6f0d2a537dcf635e185ae145d71d802132a79e49835cc289b
155.02.201,"D Handle, Häfele Déco, brass",handle,Hafele,Furniture Handles & Knobs,,,0,14.48,0,0,Furniture Handles & Knobs,handle,P-01318457,15502201,14.48,20.68,Piece (PCE),,captured_logged_in_category,single_article_or_default,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04425628.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04425628.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-brass/P-01318457/,2026-06-21T02:39:12.871Z,eb6818a84fec49beedbb51a84d1b40af56424c1309f3faa7f727d343c766e1ba
P-01638754,"D Handle, Häfele Déco, H2330, zinc alloy",handle,Hafele,Furniture Handles & Knobs,,,0,8.4,0,0,Furniture Handles & Knobs,handle,P-01638754,P-01638754,8.4,12.92,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766659.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04766659.jpg,https://www.hafele.com.au/en/product/d-handle-haefele-d-co-h2330-zinc-alloy/P-01638754/,2026-06-21T02:39:12.870Z,22dda62e5b32daf7fc8244f140c52bb56ce1d52d81bd8bd69c337def012b62c8
P-01343158,"D Handle, Wood",handle,Hafele,Furniture Handles & Knobs,,,0,11.86,0,0,Furniture Handles & Knobs,handle,P-01343158,P-01343158,11.86,16.94,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04436519.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04436519.jpg,https://www.hafele.com.au/en/product/d-handle-wood/P-01343158/,2026-06-21T02:39:12.872Z,3c91650f9350ad813ba924886b6b5ba10686a823159d1c4f09b884fc415f6542
P-02001183,"Edge Pull Handle, Häfele Déco H2550, aluminium",handle_profile,Hafele,Furniture Handles & Knobs,,,0,4.6,0,0,Furniture Handles & Knobs,handle_profile,P-02001183,P-02001183,4.6,7.08,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908544.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-04908544.jpg,https://www.hafele.com.au/en/product/edge-pull-handle-haefele-d-co-h2550-aluminium/P-02001183/,2026-06-21T02:39:12.870Z,a324179e3b8a9c015d0bdee90275ce0a8260aef2c908b176afa9cbecce4c3fb9
P-00854735,"End cap for handle profiles, Luxe",handle_profile,Hafele,Furniture Handles & Knobs,,,0,2.24,0,0,Furniture Handles & Knobs,handle_profile,P-00854735,P-00854735,2.24,3.2,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00554593.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00554593.jpg,https://www.hafele.com.au/en/product/end-cap-for-handle-profiles-luxe/P-00854735/,2026-06-21T02:39:12.872Z,e08f46e889e1c22e228f1ec905ca300eb8e7a164b7a0cd936e76f0cfce149cb0
P-00854736,"End cap for handle profiles, Luxe",handle_profile,Hafele,Furniture Handles & Knobs,,,0,2.24,0,0,Furniture Handles & Knobs,handle_profile,P-00854736,P-00854736,2.24,3.2,Piece (PCE),,captured_logged_in_category,from_price_product_family,approved,Available,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00595881.jpg,https://www.hafele.com.au/hap-live/static/WFS/Haefele-HAA-Site/-/Haefele/en_AU/pim/images/huge/ppic-00595881.jpg,https://www.hafele.com.au/en/product/end-cap-for-handle-profiles-luxe/P-00854736/,2026-06-21T02:39:12.872Z,6fb3c6760daa347f935a1de6a06907310b0ae7dad52f9586162410754b506258
